question_id,pmid,year,question,context,long_answer,correct_answer
main_024,17335331,2007,"Diagnostic characteristics of child bipolar I disorder: does the ""Treatment of Early Age Mania (team)"" sample generalize?","To examine the representativeness of a randomized controlled trial (RCT) sample versus one obtained by consecutive new case ascertainment, for subjects with child bipolar I disorder. Subjects (N = 247) were outpatients who participated in either the National Institute of Mental Health-funded Phenomenology and Course of Pediatric Bipolar Disorders study or the Treatment of Early Age Mania (TEAM) study. Both studies required that subjects have current DSM-IV bipolar I disorder (manic or mixed phase) and a Children's Global Assessment Scale (CGAS) score<or=60. All subjects had elation and/or grandiosity. Subjects in the Phenomenology study were obtained from 1995 to 1998 by consecutive new case ascertainment from designated pediatric and psychiatric facilities. Subjects in the TEAM RCT were recruited from media and community sources between March 2003 and March 2005. Assessment instruments included the Washington University in St. Louis Kiddie Schedule for Affective Disorders and Schizophrenia, given separately to parents about their children and to children about themselves, and the CGAS. Logistic regression was used for comparisons. The TEAM and Phenomenology groups were similar in age (10.4 [SD = 2.3], 10.9 [SD = 2.3]years, respectively) and other demography. Both had long current episode duration (4.8 [SD = 2.4], 3.2 [SD = 2.3]years) and low lifetime use of any mood stabilizer (23.6%, 35.0%). Many mania symptoms and ultradian rapid cycling, psychosis, and suicidality were significantly more prevalent in the RCT sample.","Generalization of the RCT sample was supported, because only 7.8% of Phenomenology subjects did not fit the RCT criteria. Nevertheless, because the RCT subjects were more severely ill, it is unclear if treatment findings from the RCT will be applicable to children with less severe mania.",yes
main_025,25218577,2016,Preservation of the PCL when performing cruciate-retaining TKA: Is the tibial tuberosity a reliable predictor of the PCL footprint location?,"Reconstruction of the joint line is crucial in total knee arthroplasty (TKA). A routine height of tibial cut to maintain the natural joint line may compromise the preservation of the PCL. Since the PCL footprint is not accessible prior to tibial osteotomy, it seems beneficial to identify a reliable extraarticular anatomic landmark for predicting the PCL footprint and being visible within standard TKA approach. The fibula head predicts reliably the location of PCL footprint; however, it is not accessible during TKA. The aim of this study now was to analyze whether the tibial tuberosity can serve as a reliable referencing landmark to estimate the PCL footprint height prior to tibial cut. The first consecutive case series included 216 CR TKA. Standing postoperative lateral view radiographs were utilized to measure the vertical distance between tibial tuberosity and tibial osteotomy plane. In the second case series, 223 knee MRIs were consecutively analyzed to measure the vertical distance between tibial tuberosity and PCL footprint. The probability of partial or total PCL removal was calculated for different vertical distances between tibial tuberosity and tibial cutting surface. The vertical distance between the tibial tuberosity and tibial cut averaged 24.7 ± 4 mm. The average vertical distance from tibial tuberosity to proximal and to distal PCL footprint was found to be 22 ± 4.4 and 16 ± 4.4 mm, respectively. Five knees were considered at 50% risk of an entire PCL removal after CR TKA.","Current surgical techniques of tibial preparation may result in partial or total PCL damage. Tibial tuberosity is a useful anatomical landmark to locate the PCL footprint and to predict the probability of its detachment pre-, intra-, and postoperatively. This knowledge might be useful to predict and avoid instability, consecutive pain, and dissatisfaction after TKA related to PCL insufficiency.",yes
main_026,12090319,2002,Is there a need for pelvic CT scan in cases of renal cell carcinoma?,"To determine the necessity of pelvic computed tomography (CT) in patients of renal cell carcinoma (RCC). We reviewed the records of 400 patients of RCC, who underwent treatment at our institution between January 1988 and February 2001. These patients were evaluated pre-operatively with ultrasonograms (USG) and contrast enhanced CT scan of the abdomen and pelvis. USG or CT scans of these cases were reviewed for presence of pathology in the pelvis, which were classified into 3 categories viz; benign and likely to be insignificant, benign and likely to be significant; and malignant. Of the 400 cases, 114 were stage I, 68 were stage II, 99 were stage III and 119 were stage IV. In all patients, tumour was identified in the kidney on preoperative CT scan. Fourteen patients (3.5%) had an abnormality on pelvic CT. Five (1.25%) had category 1, three (0.75%) had category 2 and six (1.5%) had category 3 abnormality on pelvic CT. However, all these abnormalities in pelvis were detected prior to CT by other investigations (USG or plain x-ray). Of the six cases with malignant findings, two had superficial bladder cancer, one had RCC in a pelvic kidney and three had bone metastases in the pelvis.",Pelvic CT does not offer additional information in the vast majority of cases with RCC and should be performed selectively. Thus the cost of diagnostic imaging in RCC can be reduced.,no
main_027,19683101,2009,Can D-dimer become a new diagnostic parameter for acute appendicitis?,"In this study, we investigated D-dimer serum level as a diagnostic parameter for acute appendicitis. Forty-nine patients were enrolled in the study. Patients were classified according to age; sex; duration between the beginning of pain and referral to a hospital or clinic; Alvarado scores; and in physical examination, presence of muscular defense, the number of leukocytes, preoperative ultrasonography, and D-dimer levels of histopathologic study groups were analyzed. Of the patients enrolled in the study, 26.5% were females and 73.5% males. The average age was 21 years (range, 16-38 years) and 81.7% acute appendicitis (AA). According the duration of pain, 63.2% of the patients were referred to the hospital within the first 24 hours, 26.5% of the patients were referred to the hospital within 24 to 48 hours, and 10.3% were referred to the hospital within a period of more than 48 hours. No statistically significant difference was determined regarding D-dimer levels between the histopathologic study groups (P>.05). Alvarado scores lower than 7 were found in 36.7% and 7 or higher in 63.3% of the patients. There was no statistically significant difference related with D-dimer levels between histopathologic study groups (P>.05). The ratio of cases with a number of leukocytes below the upper limit were determined respectively as 32.7% and 67.3%, and no statistically significant difference was found regarding d-dimer levels between histopathologic study groups (P>.05).",Increased D-dimer levels should not be considered as a diagnostic parameter in diagnosis of acute appendicitis.,no
main_028,16678696,2006,Continuity of care experience of residents in an academic vascular department: are trainees learning complete surgical care?,"It is widely accepted that exemplary surgical care involves a surgeon's involvement in the preoperative, perioperative, and postoperative periods. In an era of ever-expanding therapeutic modalities available to the vascular surgeon, it is important that trainees gain experience in preoperative decision-making and how this affects a patient's operative and postoperative course. The purpose of this study was to define the current experience of residents on a vascular surgery service regarding the continuity of care they are able to provide for patients and the factors affecting this experience. This prospective cohort study was approved by the Institutional Review Board and conducted at the University of British Columbia during January 2005. All patients who underwent a vascular procedure at either of the two teaching hospitals were included. In addition to type of case (emergent, outpatient, inpatient), resident demographic data and involvement in each patient's care (preoperative assessment, postoperative daily assessment, and follow-up clinic assessment) were recorded. Categoric data were analyzed with the chi2 test. The study included 159 cases, of which 65% were elective same-day admission patients, 20% were elective previously admitted patients; and 15% were emergent. The overall rate of preoperative assessment was 67%, involvement in the decision to operate, 17%; postoperative assessment on the ward, 79%; and patient follow-up in clinic, 3%. The rate of complete in-hospital continuity of care (assessing patient pre-op and post-op) was 57%. Emergent cases were associated with a significantly higher rate of preoperative assessment (92% vs 63%, P<.05). For elective cases admitted before the day of surgery compared with same-day admission patients, the rates of preoperative assessment (78% vs 58%, P<.05) and involvement in the decision to operate (16% vs 4%, P<.05) were significantly higher.","The continuity-of-care experiences of vascular trainees are suboptimal. This is especially true for postoperative clinic assessment. Same-day admission surgery accounted for most of the cases and was associated with the poorest continuity of care. To provide complete surgical training in an era of changing therapeutic modalities and same-day admission surgery, vascular programs must be creative in structuring training to include adequate ambulatory experience.",no
main_029,15112004,2004,Are WHO/UNAIDS/UNICEF-recommended replacement milks for infants of HIV-infected mothers appropriate in the South African context?,"Little is known about the nutritional adequacy and feasibility of breastmilk replacement options recommended by WHO/UNAIDS/UNICEF. The study aim was to explore suitability of the 2001 feeding recommendations for infants of HIV-infected mothers for a rural region in KwaZulu Natal, South Africa specifically with respect to adequacy of micronutrients and essential fatty acids, cost, and preparation times of replacement milks. Nutritional adequacy, cost, and preparation time of home-prepared replacement milks containing powdered full cream milk (PM) and fresh full cream milk (FM) and different micronutrient supplements (2 g UNICEF micronutrient sachet, government supplement routinely available in district public health clinics, and best available liquid paediatric supplement found in local pharmacies) were compared. Costs of locally available ingredients for replacement milk were used to calculate monthly costs for infants aged one, three, and six months. Total monthly costs of ingredients of commercial and home-prepared replacement milks were compared with each other and the average monthly income of domestic or shop workers. Time needed to prepare one feed of replacement milk was simulated. When mixed with water, sugar, and each micronutrient supplement, PM and FM provided<50% of estimated required amounts for vitamins E and C, folic acid, iodine, and selenium and<75% for zinc and pantothenic acid. PM and FM made with UNICEF micronutrient sachets provided 30% adequate intake for niacin. FM prepared with any micronutrient supplement provided no more than 32% vitamin D. All PMs provided more than adequate amounts of vitamin D. Compared with the commercial formula, PM and FM provided 8-60% of vitamins A, E, and C, folic acid, manganese, zinc, and iodine. Preparations of PM and FM provided 11% minimum recommended linoleic acid and 67% minimum recommended alpha-linolenic acid per 450 ml mixture. It took 21-25 minutes to optimally prepare 120 ml of replacement feed from PM or commercial infant formula and 30-35 minutes for the fresh milk preparation. PM or FM cost approximately 20% of monthly income averaged over the first six months of life; commercial formula cost approximately 32%.","No home-prepared replacement milks in South Africa meet all estimated micronutrient and essential fatty acid requirements of infants aged<6 months. Commercial infant formula is the only replacement milk that meets all nutritional needs. Revisions of WHO/UNAIDS/UNICEF HIV and infant feeding course replacement milk options are needed. If replacement milks are to provide total nutrition, preparations should include vegetable oils, such as soybean oil, as a source of linoleic and alpha-linolenic acids, and additional vitamins and minerals.",no
main_030,15962678,2005,Does preloading with colloids prevent hemodynamic changes when neurosurgical patients are subsequently changed to the seated position?,"This prospective, randomized, double-blind study was designed to determine and compare the usefulness of preloading colloids (Haemaccel) 10 ml/Kg before positioning whether it can prevent hemodynamic changes during seated positioning or not. The authors studied 20 patients by randomly dividing them into 2 groups. The control group was given crystalloid as maintenance and deposit replacement but the study group was given extra colloids 10 ml/Kg 30 minutes before starting general anesthesia. Both groups were monitored and given anesthesia, balanced technique. Systolic and diastolic blood pressures, heart rate, central venous pressure (CVP) at different time intervals in the sitting position for 30 minutes were recorded. Statistical analysis was done by Student t-test, Chi-square test and ANOVA (p-value<0. 05 considered significant). The results showed that systolic blood pressure at 15, 20, 30 minutes and CVP at 15, 25, 30 minutes after positioning in the study group was maintained significantly compared to the control group and there were no significant changes in diastolic blood pressure and heart rate. There were no other complications during the sitting period.",It is concluded that preloading colloid fluid prior to repositioning could prevent the decrease of systolic blood pressure and central venous pressure during sitting positioning without other complications.,yes
main_031,22186742,2012,Does a colonoscopy after acute diverticulitis affect its management?,"Medical records of 220 patients hospitalized for acute diverticulitis between June 1, 2002 and September 1, 2009 were reviewed. Acute diverticulitis was diagnosed by clinical criteria and characteristic CT findings. Fifteen patients were excluded either because of questionable CT or hematochezia. Mean age was 61.8±14.3 years (61% females). Clinical parameters, laboratory results, imaging, endoscopic and histopathological reports, and long-term patients' outcome were analyzed. One hundred patients (aged 61.8±13.3 y, 54.1% females), underwent an early (4 to 6 wk) colonoscopy after hospital discharge. There were no significant differences in patients' characteristics or survival between those with or without colonoscopy (4±1.9 vs. 4.2±2.1 y, P=0.62). No colonic malignancy was detected. However, in 32 patients (32%) at least 1 polyp was found. Only 1 was determined as an advanced adenoma. No new or different diagnosis was made after colonoscopy.","Our results suggest that colonoscopy does not affect the management of patients with acute diverticulitis nor alter the outcome. The current practice of a routine colonoscopy after acute diverticulitis, diagnosed by typical clinical symptoms and CT needs to be reevaluated.",no
main_032,28006766,2016,Is Overexpression of Ki-67 a Prognostic Biomarker of Upper Tract Urinary Carcinoma?,"Upper tract urinary carcinoma (UTUC) is a relatively uncommon but aggressive disease. The Ki-67 antigen is a classic marker of cellular proliferation, but there is still controversy regarding the significance and importance of Ki-67 in tumor progression. In this study, we first detected Ki-67 expression in UTUC patients by immunohistochemistry (IHC). Subsequently, we quantitatively combined the results with those from the published literature in a meta-analysis after searching several databases. IHC results demonstrated that patients with muscle-invasive tumors (T2-T4) had higher Ki-67 expression than those with non-muscle-invasive tumors (Tis-T1), suggesting that high Ki-67 expression may be associated with the aggressive form of UTUC. Kaplan-Meier curves showed that patients with high Ki-67 expression had significantly poorer cancer-specific survival (CSS) and disease-free survival (DFS). Furthermore, multivariate analysis suggested that Ki-67 expression was an independent prognostic factor for CSS (hazard ratio, HR=3.196) and DFS (HR=3.517) in UTUC patients. Then, a meta-analysis of the published literature investigating Ki-67 expression and its effects on UTUC prognosis was conducted. After searching the PubMed, Medline, Embase, Cochrane Library and Scopus databases, 12 articles met the eligibility criteria for this analysis. The eligible studies included a total of 1740 patients with a mean number of 82 patients per study (range, 38-475). The combined results showed that increased Ki-67 levels were associated with poor survival and disease progression, with a pooled HR estimate of 2.081 and 2.791, respectively. In subgroup analysis, the pooled HR was statistically significant for cancer-specific survival (HR=2.276), metastasis-free survival (HR=3.008) and disease-free survival (HR=6.336).","In conclusion, high Ki-67 expression was associated with poor survival in patients with UTUC, as well as a high risk of disease progression, although these findings need to be interpreted with caution. Large-scale, adequately designed, prospective trials are needed to further confirm the value of Ki-67 in prognosis of UTUC patients.",yes
main_033,26864326,2017,Predicting admission at triage: are nurses better than a simple objective score?,"In this single-centre prospective study, triage nurses estimated the probability of admission using a 100 mm visual analogue scale (VAS), and GAPS was generated automatically from triage data. We compared calibration using rank sum tests, discrimination using area under receiver operating characteristic curves (AUC) and accuracy with McNemar's test. Of 1829 attendances, 745 (40.7%) were admitted, not significantly different from GAPS' prediction of 750 (41.0%, p=0.678). In contrast, the nurses' mean VAS predicted 865 admissions (47.3%), overestimating by 6.6% (p<0.0001). GAPS discriminated between admission and discharge as well as nurses, its AUC 0.876 compared with 0.875 for VAS (p=0.93). As a binary predictor, its accuracy was 80.6%, again comparable with VAS (79.0%), p=0.18. In the minority of attendances, when nurses felt at least 95% certain of the outcome, VAS' accuracy was excellent, at 92.4%. However, in the remaining majority, GAPS significantly outperformed VAS on calibration (+1.2% vs +9.2%, p<0.0001), discrimination (AUC 0.810 vs 0.759, p=0.001) and accuracy (75.1% vs 68.9%, p=0.0009). When we used GAPS, but 'over-ruled' it when clinical certainty was ≥95%, this significantly outperformed either method, with AUC 0.891 (0.877-0.907) and accuracy 82.5% (80.7%-84.2%).","GAPS, a simple clinical score, is a better predictor of admission than triage nurses, unless the nurse is sure about the outcome, in which case their clinical judgement should be respected.",yes
main_034,24851767,2014,Undescended testes: does age at orchiopexy affect survival of the testis?,"The optimal age at which to perform orchiopexy for cryptorchidism has long been debated. The aim of this study was to determine if age at orchiopexy affected testicular atrophy. A retrospective review of patients undergoing orchiopexy from 2000 to 2010 was conducted. An individual testis, rather than patient, was used as the dependent variable. A total of 349 testicles from 1126 charts (ICD-9=752.51) were identified. Primary study outcome was testicular survival without atrophy. Mean follow up for the study was 25 months. There was postoperative atrophy in 27 testes (7.7%). Intraabdominal testicle was independently associated with increased postsurgical atrophy (p<0.0001). The odds of postsurgical atrophy were 15.66 times higher for an abdominal vs. inguinal location (95% CI: 5.5-44.6). Testicular atrophy was highest for orchiopexy at ages 13-24 months (n=16 of 133, 12%) vs. those less than 13 months (n=3 of 64, 5%), and those greater than 24 months (n=8 of 152, 5%) (p=0.0024). After adjusting for location, age was not statistically significant with postsurgical atrophy (p=0.055).",From this study we conclude that there is no increase in testicular atrophy in patients less than 13 months.,no
main_035,23252468,2013,Do episodic migraineurs selectively attend to headache-related visual stimuli?,"To assess pain-related attentional biases among individuals with episodic migraine. Prior studies have examined whether chronic pain patients selectively attend to pain-related stimuli in the environment, but these studies have produced largely mixed findings and focused primarily on patients with chronic musculoskeletal pain. Limited research has implicated attentional biases among chronic headache patients, but no studies have been conducted among episodic migraineurs, who comprise the overwhelming majority of the migraine population. This was a case-control, experimental study. Three hundred and eight participants (mean age = 19.2 years [standard deviation = 3.3]; 69.5% female; 36.4% minority), consisting of 84 episodic migraineurs, diagnosed in accordance with International Classification of Headache Disorders (2(nd) edition) criteria using a structured diagnostic interview, and 224 non-migraine controls completed a computerized dot probe task to assess attentional bias toward headache-related pictorial stimuli. The task consisted of 192 trials and utilized 2 emotional-neutral stimulus pairing conditions (headache-neutral and happy-neutral). No within-group differences for reaction time latencies to headache vs happy conditions were found among those with episodic migraine or among the non-migraine controls. Migraine status was unrelated to attentional bias indices for both headache (F [1,306] = 0.56, P = .45) and happy facial stimuli (F [1,306] = 0.37, P = .54), indicating a lack of between-group differences. Lack of within- and between-group differences was confirmed with repeated measures analysis of variance.","In light of the large sample size and prior pilot testing of presented images, results suggest that episodic migraineurs do not differentially attend to headache-related facial stimuli. Given modest evidence of attentional biases among chronic headache samples, these findings suggest potential differences in attentional processing between chronic and episodic headache subforms.",no
main_036,21481154,2012,Improvements in survival of gynaecological cancer in the Anglia region of England: are these an effect of centralisation of care and use of multidisciplinary management?,"Our hypothesis is that the adoption of Department of Health (DH) guidance has led to an improvement in outcome in gynaecological cancer survival. In 1999 the DH in England introduced the Improving Outcomes in Gynaecological Cancer guidance, advising case management by multidisciplinary teams with surgical concentration in specialist hospitals. This guidance was rapidly adopted in the East of England, with a population of 2.5 million. The population of the Anglia Cancer Network was approximately 2.3 million. From 1996 to 2003, details of 3406 cases of gynaecological cancer were identified in the Anglia region of England. Survival analysis was performed by Cox proportional hazards regression, relative to cases diagnosed in 1996. Primary endpoint was survival. The survival rates for cases diagnosed between 1996 and 1999 were broadly the same across the time period, with a marked improvement taking place in 2000, and continuing to 2003 (HR 0.71, 95% CI 0.64-0.79, comparing 2000-03 with 1996-99 diagnoses), for all gynaecological sites combined. Adjustment for treatments or method of case follow-up did not attenuate these improvements. There was a concurrent change towards major surgery being performed in specialist centres from 2000.","The adoption of the 1999 guidance on gynaecological cancer, which included multidisciplinary case management and centralisation of surgery, resulted in a marked step-change improvement in survival of gynaecological cancer in an area of eastern England in 2000.",yes
main_037,17704864,2008,Is laparoscopic adrenalectomy safe and effective for adrenal masses larger than 7 cm?,"Laparoscopic adrenalectomy (LA) has become the gold standard treatment for small (less than 6 cm) adrenal masses. However, the role of LA for large-volume (more than 6 cm) masses has not been well defined. Our aim was to evaluate, retrospectively, the outcome of LA for adrenal lesions larger than 7 cm. 18 consecutive laparoscopic adrenalectomies were performed from 1996 to 2005 on patients with adrenal lesions larger than 7 cm. The mean tumor size was 8.3 cm (range 7-13 cm), the mean operative time was 137 min, the mean blood loss was 182 mL (range 100-550 mL), the rate of intraoperative complications was 16%, and in three cases we switched from laparoscopic procedure to open surgery.","LA for adrenal masses larger than 7 cm is a safe and feasible technique, offering successful outcome in terms of intraoperative and postoperative morbidity, hospital stay and cosmesis for patients; it seems to replicate open surgical oncological principles demonstrating similar outcomes as survival rate and recurrence rate, when adrenal cortical carcinoma were treated. The main contraindication for this approach is the evidence, radiologically and intraoperatively, of local infiltration of periadrenal tissue.",yes
main_038,8847047,,Prognosis of well differentiated small hepatocellular carcinoma--is well differentiated hepatocellular carcinoma clinically early cancer?,"The purpose of this study is to examine whether or not well differentiated (w-d) hepatocellular carcinoma (HCC) is indeed clinically early cancer. Seventy six patients with solitary small HCCs up to 3 cm in diameter, who underwent hepatectomy, were observed for at least 2 years for possible recurrence. These patients were divided into two groups: 10 patients with w-d HCCs (Edmondson and Steiner's grade I) and 66 patients with less differentiated (l-d) HCCs (Edmondson and Steiner's grade I-II, II-III, and III). The histological analysis revealed that w-d HCCs had lower incidences of fibrous capsule formation (P<0.01), when compared to l-d HCCs. There were no significant differences in the incidence of intrahepatic metastasis, or portal vein invasion. In a resected specimen of w-d HCC, barium sulfate and gelatin were injected into portal vein and a transparent specimen was made. The transparent specimen showed that the portal vein in the tumor seemed to be intact. Microscopically, cancer cell infiltration into the fibrous frame of the portal tract was present. There were no significant differences in the disease free survival between the two groups. An analysis of tumor volume doubling time in recurrent foci suggested that minute cancerous foci had been present at the time of operation.","W-d HCCs were clinically demonstrated not to be early cancer, because there was no significant difference in disease free survival between the patients with w-d and l-d HCCs.",no
main_039,8017535,1994,Substance use and HIV-related sexual behaviors among US high school students: are they related?,"This study was undertaken to examine whether use of alcohol, cigarettes, marijuana, cocaine, and other illicit drugs is related to the likelihood of sexual behaviors that increase risk for human immunodeficiency virus (HIV) infection among youth. The 1990 national Youth Risk Behavior Survey was used to collect self-reported information about a broad range of health risk behaviors from a representative sample of 11,631 high school students in the United States. Students who reported no substance use were least likely to report having had sexual intercourse, having had four or more sex partners, and not having used a condom at last sexual intercourse. Adjusted for age, sex, and race/ethnicity, odds ratios for each of these sexual risk behaviors were greatest among students who had used marijuana, cocaine, or other illicit drugs. Students who had used only alcohol or cigarettes had smaller but still significant increases in the likelihood of having had sexual intercourse and of having had four or more sex partners.",HIV prevention programs for youth should recognize that substance use may be an important indicator of risk for HIV infection and acquired immunodeficiency syndrome through its association with unsafe sexual behaviors.,yes
main_040,20538207,2010,Should temperature be monitorized during kidney allograft preservation?,"It is generally considered that kidney grafts should be preserved at 4 degrees C during cold storage. However, actual temperature conditions are not known. We decided to study the temperature levels during preservation with the Biotainer storage can and Vitalpack transport pack. Temperature was monitored using the Thermobouton probe during preservation of pig kidneys, in the same conditions used with human grafts. The probe recorded the temperature level every 10 minutes during four days. We compared the results found with the new storage can with results obtained in the same conditions with the storage can formerly used by our team. We also studied the best position of the probe for temperature monitoring and the influence of the amount of ice within the transport pack on the temperature level. We then monitored the temperature during the conservation of actual human kidney grafts harvested at our institution from August 2007 to May 2008. The temperature levels were the same regardless of the position of the probe within the transport pack. The lowest temperature was maintained during 15 hours, and the temperature level stayed below 5 degrees C for 57 hours with the new storage can. The former storage can maintained the lowest temperature level for 80 minutes, and temperature reached 5 degrees C after 10 hours 40 minutes. Temperature levels were similar when 2 or 4 kg of crushed ice were used. We observed similar results when monitoring the conservation of human grafts.","The new storage can affords more stable temperature levels when compared to the formerly used can. Since temperature is stable during conservation, continuous monitoring in everyday practice does not seem warranted.",no
main_041,25819796,2015,Literacy after cerebral hemispherectomy: Can the isolated right hemisphere read?,"Cerebral hemispherectomy, a surgical procedure undergone to control intractable seizures, is becoming a standard procedure with more cases identified and treated early in life [33]. While the effect of the dominant hemisphere resection on spoken language has been extensively researched, little is known about reading abilities in individuals after left-sided resection. Left-lateralized phonological abilities are the key components of reading, i.e., grapheme-phoneme conversion skills [1]. These skills are critical for the acquisition of word-specific orthographic knowledge and have been shown to predict reading levels in average readers as well as in readers with mild cognitive disability [26]. Furthermore, impaired phonological processing has been implicated as the cognitive basis in struggling readers. Here, we explored the reading skills in participants who have undergone left cerebral hemispherectomy. Seven individuals who have undergone left cerebral hemispherectomy to control intractable seizures associated with perinatal infarct have been recruited for this study. We examined if components of phonological processing that are shown to reliably separate average readers from struggling readers, i.e., phonological awareness, verbal memory, speed of retrieval, and size of vocabulary, show the same relationship to reading levels when they are mediated by the right hemisphere [2]. We found that about 60% of our group developed both word reading and paragraph reading in the average range. Phonological processing measured by both phonological awareness and nonword reading was unexpectedly spared in the majority of participants. Phonological awareness levels strongly correlated with word reading. Verbal memory, a component of phonological processing skills, together with receptive vocabulary size, positively correlated with reading levels similar to those reported in average readers. Receptive vocabulary, a bilateral function, was preserved to a certain degree similar to that of strongly left-lateralized phonological skills [3]. Later seizure onset was associated with better reading levels.","When cerebral hemispherectomy is performed to control seizures associated with very early (in utero) insult, it has been found that the remaining right hemisphere is still able to support reading and phonological processing skills that are normally mediated by the left hemisphere. Our results also suggest the existence of variability in individuals after hemispherectomy, even within groups having the same etiology and similar timing of insult.",yes
main_042,24270957,2013,Is combined therapy more effective than growth hormone or hyperbaric oxygen alone in the healing of left ischemic and non-ischemic colonic anastomoses?,"Our aim was to investigate the effects of growth hormone (GH), hyperbaric oxygen and combined therapy on normal and ischemic colonic anastomoses in rats. Eighty male Wistar rats were divided into eight groups (n = 10). In the first four groups, non-ischemic colonic anastomosis was performed, whereas in the remaining four groups, ischemic colonic anastomosis was performed. In groups 5, 6, 7, and 8, colonic ischemia was established by ligating 2 cm of the mesocolon on either side of the anastomosis. The control groups (1 and 5) received no treatment. Hyperbaric oxygen therapy was initiated immediately after surgery and continued for 4 days in groups 3 and 4. Groups 2 and 6 received recombinant human growth hormone, whereas groups 4 and 8 received GH and hyperbaric oxygen treatment. Relaparotomy was performed on postoperative day 4, and a perianastomotic colon segment 2 cm in length was excised for the detection of biochemical and mechanical parameters of anastomotic healing and histopathological evaluation. Combined treatment with hyperbaric oxygen and GH increased the mean bursting pressure values in all of the groups, and a statistically significant increase was noted in the ischemic groups compared to the controls (p<0.05). This improvement was more evident in the ischemic and normal groups treated with combined therapy. In addition, a histopathological evaluation of anastomotic neovascularization and collagen deposition showed significant differences among the groups.",Combined treatment with recombinant human growth hormone and hyperbaric oxygen resulted in a favorable therapeutic effect on the healing of ischemic colonic anastomoses.,yes
main_043,9278754,1997,Are head and neck specific quality of life measures necessary?,"The purpose of this study was to determine whether head and neck-specific health status domains are distinct from those assessed by general measures of quality-of-life (QOL). Cross-sectional study of 55 head and neck cancer patients in tertiary academic center was made. Three head and neck-specific measures,-including the Head&Neck Survey (H&NS); a brief, multi-item test which generates domain scores; and a general health measure,-were administered. The H&NS was highly reliable and more strongly correlated to the specific measures than to the general measure. Eating/swallowing (ES) and speech/communication (SC) were not well correlated with general health domains. Head and neck pain was highly correlated to general bodily pain (0.88, p<.0001). Despite correlations to some general health domains, appearance (AP) was not fully reflected by any other domain.","Head and neck-specific QOL measures are necessary and should include domains that reflect ES, SC, and AP.",yes
main_044,16195477,2005,Production of chemokines by perivascular adipose tissue: a role in the pathogenesis of atherosclerosis?,"Obesity is associated with an increased risk for cardiovascular disease. Although it is known that white adipose tissue (WAT) produces numerous proinflammatory and proatherogenic cytokines and chemokines, it is unclear whether adipose-derived chemotactic signals affect the chronic inflammation in atherosclerosis. Histological examination showed that perivascular WAT (pWAT) is in close proximity to vascular walls, particularly at sites that have a tendency to develop atherosclerosis. In rodents, the amount of pWAT is markedly increased by a high-fat diet. At a functional level, supernatant from subcutaneous and pWAT strongly induced the chemotaxis of peripheral blood leukocytes. The migration of granulocytes and monocytes was mostly mediated by interleukin-8 and monocyte chemoattractant protein-1, respectively, whereas both chemokines contributed to the migration of activated T cells. Moreover, pWAT produces these chemokines, as shown by immunohistochemistry and by explant culture. The accumulation of macrophages and T cells at the interface between pWAT and the adventitia of human atherosclerotic aortas may reflect this prochemotactic activity of pWAT.","Human pWAT has chemotactic properties through the secretion of different chemokines, and we propose that pWAT might contribute to the progression of obesity-associated atherosclerosis.",yes
main_045,23677366,2013,Do oblique views add value in the diagnosis of spondylolysis in adolescents?,"Anteroposterior, lateral, and right and left oblique lumbar spine radiographs are often a standard part of the evaluation of children who are clinically suspected of having spondylolysis. Recent concerns regarding radiation exposure and costs have brought the value of oblique radiographs into question. The purpose of the present study was to determine the diagnostic value of oblique views in the diagnosis of spondylolysis. Radiographs of fifty adolescents with L5 spondylolysis without spondylolisthesis and fifty controls were retrospectively reviewed. All controls were confirmed not to have spondylolysis on the basis of computed tomographic scanning, magnetic resonance imaging, or bone scanning. Anteroposterior, lateral, and right and left oblique radiographs of the lumbar spine were arranged into two sets of slides: one showing four views (anteroposterior, lateral, right oblique, and left oblique) and one showing two views (anteroposterior and lateral only). The slides were randomly presented to four pediatric spine surgeons for diagnosis, with four-view slides being presented first, followed by two-view slides. The slides for twenty random patients were later reanalyzed in order to calculate of intra-rater agreement. A power analysis demonstrated that this study was adequately powered. Inter-rater and intra-rater agreement were assessed on the basis of the percentage of overall agreement and intraclass correlation coefficients (ICCs). PCXMC software was used to generate effective radiation doses. Study charges were determined from radiology billing data. There was no significant difference in sensitivity and specificity between four-view and two-view radiographs in the diagnosis of spondylolysis. The sensitivity was 0.59 for two-view studies and 0.53 for four-view studies (p = 0.33). The specificity was 0.96 for two-view studies and 0.94 for four-view studies (p = 0.60). Inter-rater agreement, intra-rater agreement, and agreement with gold-standard ICC values were in the moderate range and also demonstrated no significant differences. Percent overall agreement was 78% for four-view studies and 82% for two-view studies. The radiation effective dose was 1.26 mSv for four-view studies and 0.72 mSv for two-view studies (difference, 0.54 mSv). The charge for four-view studies was $145 more than that for two-view studies.","There is no difference in sensitivity and specificity between four-view and two-view studies. Although oblique views have long been considered standard practice by some, our data could not identify a diagnostic benefit that might outweigh the additional cost and radiation exposure.",no
